CreatedById,CreatedDate,CurrencyIsoCode,Id,IsDeleted,LastModifiedById,LastModifiedDate,Name,ONB2__Active__c,ONB2__AdditionalDescription__c,ONB2__AdditionalTitle__c,ONB2__AggregateIndividualPriced__c,ONB2__BillingPeriod__c,ONB2__BillingType__c,ONB2__BillingUnit__c,ONB2__ChargeModel__c,ONB2__Commission__c,ONB2__ContractValueCorrection__c,ONB2__ContractValueInvoiced__c,ONB2__ContractValueRemaining__c,ONB2__ContractValue__c,ONB2__DecimalPlacesForQuantity__c,ONB2__DecimalPlacesForUnitPrice__c,ONB2__Description__c,ONB2__Discount__c,ONB2__DisplaySubtotalAfter__c,ONB2__EndDate__c,ONB2__GlobalMonthlyMinimum__c,ONB2__IgnoreCriterion__c,ONB2__InvoiceLineItemType__c,ONB2__NextInvoice__c,ONB2__PriceType__c,ONB2__Price__c,ONB2__ProductGroup__c,ONB2__Quantity__c,ONB2__Sequence__c,ONB2__StartDate__c,ONB2__Subscription__c,ONB2__SyncWith__c,ONB2__Title__c,ONB2__TransactionPriceField__c,ONB2__TransactionPriceTierQuantityField__c,ONB2__TransactionQuantityField__c,ONB2__TransactionType__c,ONB2__Unit__c,OwnerId,SalesMRR__c,SystemModstamp,bIsBundle__c,bIsHardware__c,bIsModule__c,bIsRecurring__c,bIsTrialItem__c,bRenewItem__c,fmlActiveMRR__c,fmlChannel__c,fmlDiscountedMRR__c,fmlItemPriceDiscounted__c,fmlNextInvoiceValue__c,fmlNextRevenue__c,fmlTerm__c,plChannelCountryCode__c,plChannelSalesType__c,plChannelUserRole__c,plFinancialReporting_ProductClass__c,refContract__c,refOpportunity__c,refParentItem__c,refProduct2__c,ruItemPrice__c,strFinancialReporting_SalesChannel__c,strOpportunityProductId__c,strParentOpportunityProductId__c,object_type
005b00000038AwiAAE,2016-06-21 07:29:48,EUR,a25b0000004d2ZcAAI,False,005b0000003Yw8VAAS,2016-09-13 14:30:35,service00,True,,,False,1.0,Recurring,Month,,,,,0.0,0.0,,,Premium Support,0.0,False,2018-09-19,False,False,,,Default,,Module,1.0,50.0,2016-09-20,a2Lb00000027xuYEAQ,,Shore Success Plus,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:30:35,False,False,False,False,False,True,0.0,FirstSell_SME_ES,0.0,0.0,0.0,0.0,24.0,ES,FirstSell,SME,Module-CRM,,,,,0.0,Outbound_ES,,,ONB2__Item__c
005b00000038AwiAAE,2016-08-05 08:12:27,EUR,a25b00000006cBXAAY,False,005b0000003Yw8VAAS,2016-09-13 14:31:38,prenew24,True,,,False,1.0,Recurring,Month,,,,,600.0,600.0,,,"Gestión de clientes, servicio de Marketing, Feedback, Reservas online, etc.",0.0,False,2017-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb0000002SzOhEAK,,Shore Premium,,,,,,005b00000038AwiAAE,600.0,2016-09-13 14:31:38,False,False,False,False,False,True,50.0,FirstSell_SME_ES,50.0,50.0,50.0,50.0,12.0,ES,FirstSell,SME,,,,,,50.0,,,,ONB2__Item__c
005b00000038AwiAAE,2016-08-05 08:12:53,EUR,a25b00000006cBcAAI,False,005b0000003Yw8VAAS,2016-09-13 14:31:38,cash_black00,True,,,False,1.0,Recurring,Month,,,,,1080.0,1080.0,,,"certificado LOPD, ubicado en la nube",0.0,False,2017-09-19,False,False,,,Default,,Module,1.0,20.0,2016-09-20,a2Lb0000002SzOhEAK,,Shore Cash Black,,,,,,005b00000038AwiAAE,1080.0,2016-09-13 14:31:38,False,False,False,False,False,True,90.0,FirstSell_SME_ES,90.0,90.0,90.0,90.0,12.0,ES,FirstSell,SME,,,,,,90.0,,,,ONB2__Item__c
005b0000001PvcTAAS,2016-03-31 08:55:11,EUR,a25b0000004079xAAA,False,005b0000003Yw8VAAS,2016-09-13 14:32:32,aiocomplete_white24,True,,,False,1.0,Recurring,Month,,,,880.0,7040.0,7920.0,,,Shore Digital Plus contiene el paquete Enterprise y Shore Web y Shore Cash,0.0,False,2019-05-08,False,False,,2016-10-12,Default,,Licence,1.0,10.0,2016-05-09,a2Lb0000001V2v2EAC,,Shore Digital Plus White,,,,,,005b0000001PvcTAAS,7920.0,2016-09-13 14:32:32,False,False,False,False,False,True,220.0,FirstSell_SME_ES,220.0,220.0,220.0,220.0,36.0,ES,FirstSell,SME,None,,,,,220.0,Outbound_ES,,,ONB2__Item__c
005b0000001PvcTAAS,2016-03-31 08:55:11,EUR,a25b0000004079yAAA,False,005b0000003Yw8VAAS,2016-09-13 14:32:32,fyd00,True,,,False,1.0,Recurring,Month,,,,-280.0,0.0,-840.0,,,-70.00 EUR Mes descuento en el primer año,0.0,False,2017-05-08,False,False,,2016-10-12,Default,,Discount,1.0,20.0,2016-05-09,a2Lb0000001V2v2EAC,,Descuento en el primer año,,,,,,005b0000001PvcTAAS,-840.0,2016-09-13 14:32:32,False,False,False,False,False,False,-70.0,FirstSell_SME_ES,-70.0,-70.0,-70.0,-70.0,12.0,ES,FirstSell,SME,Discount,,,,,-70.0,Outbound_ES,,,ONB2__Item__c
005b0000001PvcTAAS,2016-03-31 08:55:11,EUR,a25b000000407A3AAI,False,005b0000003Yw8VAAS,2016-09-13 14:32:32,app00,True,,,False,1.0,Recurring,Month,,,,0.0,0.0,0.0,,,Aplicación móvil de moderno diseño para iOS y Android,0.0,False,2019-05-08,False,False,,2016-10-12,Default,,Module,1.0,70.0,2016-05-09,a2Lb0000001V2v2EAC,,Shore App,,,,,,005b0000001PvcTAAS,0.0,2016-09-13 14:32:32,False,False,False,False,False,True,0.0,FirstSell_SME_ES,0.0,0.0,0.0,0.0,36.0,ES,FirstSell,SME,Licence-APP,,,,,0.0,Outbound_ES,,,ONB2__Item__c
005b0000001PvcTAAS,2016-06-24 08:47:07,EUR,a25b0000004d2ydAAA,False,005b0000003Yw8VAAS,2016-09-13 14:33:37,digitalweb24,True,,,False,1.0,Recurring,Month,,,,,1800.0,1800.0,,,Shore Digital contiene el paquete Enterprise y Shore Web o Shore Cash,0.0,False,2017-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb00000027y40EAA,,Shore Digital+Website,,,,,,005b0000001PvcTAAS,1800.0,2016-09-13 14:33:37,False,False,False,False,False,True,150.0,FirstSell_CS_ES,150.0,150.0,150.0,150.0,12.0,ES,FirstSell,CS,Licence-CRM/WEB,,,,,150.0,Outbound_ES,,,ONB2__Item__c
005b0000001PvcTAAS,2016-07-07 10:21:31,CHF,a25b0000004d3q3AAA,False,005b00000045PzBAAU,2016-09-13 14:36:02,setupcash,False,,,False,3.0,One-Time,None,,,,800.0,0.0,800.0,,,"Hardware (Drucker, iPad, Router, Kasse)",0.0,False,2016-07-07,False,False,,2016-07-08,Default,,Setup,1.0,20.0,2016-07-07,a2Lb00000027yorEAA,,Einrichtungsgebühr Shore Cash,,,,,,005b0000001PvcTAAS,0.0,2016-09-13 14:36:02,False,False,False,False,False,True,0.0,FirstSell_SME_CH,0.0,800.0,800.0,0.0,0.0,CH,FirstSell,SME,Setup-CASH,800b0000003xulFAAQ,006b000000KWLIZAA5,,01tb000000562X4AAI,800.0,Outbound_CH,00kb000003oapAbAAI,,ONB2__Item__c
005b0000001PvcTAAS,2016-07-07 10:21:31,CHF,a25b0000004d3q2AAA,False,005b00000045PzBAAU,2016-09-13 14:36:08,setup,False,,,False,3.0,One-Time,None,,,,500.0,0.0,500.0,,,Shore Web Einrichtungsgebühr,0.0,False,2016-08-01,False,False,,2016-08-02,Default,,Setup,1.0,10.0,2016-08-01,a2Lb00000027yorEAA,,Einrichtungsgebühr Shore Web,,,,,,005b0000001PvcTAAS,0.0,2016-09-13 14:36:08,False,False,False,False,False,True,0.0,FirstSell_SME_CH,0.0,500.0,500.0,0.0,0.0,CH,FirstSell,SME,Setup-APP,800b0000003xulFAAQ,006b000000KWLIZAA5,,01tb0000004BpDVAA0,500.0,Outbound_CH,00kb000003oapAZAAY,,ONB2__Item__c
005b0000001PvcTAAS,2016-07-07 10:21:31,CHF,a25b0000004d3q4AAA,False,005b00000045PzBAAU,2016-09-13 14:36:08,webpro00,True,,,False,3.0,Recurring,Month,,,,267.0,801.0,1068.0,,,"Eigene Webseite, mobil- und suchmaschinenoptimiert, Full-Service, modernes Design",0.0,False,2017-07-31,False,False,,2016-11-01,Default,,Module,1.0,30.0,2016-08-01,a2Lb00000027yorEAA,,Shore Web,,,,,,005b0000001PvcTAAS,1068.0,2016-09-13 14:36:08,False,False,False,False,False,False,89.0,FirstSell_SME_CH,89.0,89.0,267.0,267.0,12.0,CH,FirstSell,SME,Licence-WEB,800b0000003xulFAAQ,006b000000KWLIZAA5,,01tb0000005MVtWAAW,89.0,Outbound_CH,00kb000003oapAYAAY,,ONB2__Item__c
005b0000001PvcTAAS,2016-07-07 10:21:31,CHF,a25b0000004d3q5AAA,False,005b00000045PzBAAU,2016-09-13 14:36:08,cash_black00,True,,,False,3.0,Recurring,Month,,,,270.0,2970.0,3240.0,,,"GDPdU zertifiziert, cloud-basiert",0.0,False,2019-07-31,False,False,,2016-11-01,Default,,Module,1.0,40.0,2016-08-01,a2Lb00000027yorEAA,,Shore Cash Black,,,,,,005b0000001PvcTAAS,3240.0,2016-09-13 14:36:08,False,False,False,False,False,True,90.0,FirstSell_SME_CH,90.0,90.0,270.0,270.0,36.0,CH,FirstSell,SME,Licence-CASH,800b0000003xulFAAQ,006b000000KWLIZAA5,,01tb000000562WuAAI,90.0,Outbound_CH,00kb000003oapAaAAI,,ONB2__Item__c
005b0000001PvcTAAS,2016-07-07 10:21:31,CHF,a25b0000004d3q6AAA,False,005b00000045PzBAAU,2016-09-13 14:36:08,app00,True,,,False,3.0,Recurring,Month,,,,207.0,2277.0,2484.0,,,"Mobile-App in Android und iOS, modernes Design",0.0,False,2019-07-31,False,False,,2016-11-01,Default,,Module,1.0,50.0,2016-08-01,a2Lb00000027yorEAA,,Shore App,,,,,,005b0000001PvcTAAS,2484.0,2016-09-13 14:36:08,False,False,False,False,False,True,69.0,FirstSell_SME_CH,69.0,69.0,207.0,207.0,36.0,CH,FirstSell,SME,Licence-APP,800b0000003xulFAAQ,006b000000KWLIZAA5,,01tb000000562Y7AAI,69.0,Outbound_CH,00kb000003oapAcAAI,,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5OAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,b_business,True,,,False,1.0,Recurring,Month,,,,,2844.0,2844.0,,,"Agenda en la nube, gestión de citas, widget de reservas online mediante página web y facebook, recordatorios por SMS, gestión de clientes, newsletter, inclusión en nuestra red de socios, logins personalizados para empleados, aplicación móvil para empleados de iOS/Android",0.0,False,2019-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb00000001QnfEAE,,Shore Business Cloud,,,,,,005b00000038AwiAAE,2844.0,2016-09-13 14:36:24,True,False,False,True,False,True,79.0,FirstSell_CS_ES,79.0,79.0,79.0,79.0,36.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000004ri4KAAQ,79.0,Outbound_ES,00kb000003qLo0rAAC,,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5PAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,s_business,True,,,False,1.0,One-Time,None,,,,,200.0,200.0,,,,0.0,False,2016-09-20,False,False,,,Default,,Setup,1.0,20.0,2016-09-20,a2Lb00000001QnfEAE,,Tarifa de Activación Shore Business Cloud,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:36:24,False,False,False,False,False,True,0.0,FirstSell_CS_ES,0.0,200.0,200.0,0.0,0.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000004ri53AAA,200.0,Outbound_ES,00kb000003qLo0wAAC,00kb000003qLo0rAAC,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5QAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,m_branding,True,,,False,1.0,Recurring,Month,,,,,0.0,0.0,,,,0.0,False,2019-09-19,False,False,,,Default,,Module,1.0,30.0,2016-09-20,a2Lb00000001QnfEAE,,E-Mail/SMS Branding,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:36:24,False,False,True,True,False,True,0.0,FirstSell_CS_ES,0.0,0.0,0.0,0.0,36.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000004ri4UAAQ,0.0,Outbound_ES,00kb000003qLo0sAAC,00kb000003qLo0rAAC,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5RAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,m_payment,True,,,False,1.0,Recurring,Month,,,,,360.0,360.0,,,,0.0,False,2019-09-19,False,False,,,Default,,Module,1.0,40.0,2016-09-20,a2Lb00000001QnfEAE,,Pago online para clientes,,,,,,005b00000038AwiAAE,360.0,2016-09-13 14:36:24,False,False,True,True,False,True,10.0,FirstSell_CS_ES,10.0,10.0,10.0,10.0,36.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000006QR5WAAW,10.0,Outbound_ES,00kb000003qLo0tAAC,00kb000003qLo0rAAC,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5SAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,m_shift,True,,,False,1.0,Recurring,Month,,,,,360.0,360.0,,,,0.0,False,2019-09-19,False,False,,,Default,,Module,1.0,50.0,2016-09-20,a2Lb00000001QnfEAE,,Plan de Turnos,,,,,,005b00000038AwiAAE,360.0,2016-09-13 14:36:24,False,False,True,True,False,True,10.0,FirstSell_CS_ES,10.0,10.0,10.0,10.0,36.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000004ri4eAAA,10.0,Outbound_ES,00kb000003qLo0uAAC,00kb000003qLo0rAAC,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 09:51:15,EUR,a25b0000000SJ5TAAW,False,005b0000003Yw8VAAS,2016-09-13 14:36:24,m_network,True,,,False,1.0,Recurring,Month,,,,,0.0,0.0,,,,0.0,False,2019-09-19,False,False,,,Default,,Module,1.0,60.0,2016-09-20,a2Lb00000001QnfEAE,,Red de Socios Premium,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:36:24,False,False,True,True,False,True,0.0,FirstSell_CS_ES,0.0,0.0,0.0,0.0,36.0,ES,FirstSell,CS,None,800b000000Cp1UDAAZ,006b000000MApzbAAD,,01tb0000004ri4ZAAQ,0.0,Outbound_ES,00kb000003qLo0vAAC,00kb000003qLo0rAAC,ONB2__Item__c
005b00000038AwiAAE,2016-08-05 07:24:23,EUR,a25b00000006cBIAAY,False,005b0000003Yw8VAAS,2016-09-13 14:37:36,b_business,True,,,False,1.0,Recurring,Month,,,,,948.0,948.0,,,"Agenda en la nube, gestión de citas, widget de reservas online mediante página web y facebook, recordatorios por SMS, gestión de clientes, newsletter, inclusión en nuestra red de socios, logins personalizados para empleados, aplicación móvil para empleados de iOS/Android",0.0,False,2017-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb0000002SzOcEAK,,Shore Business Cloud,,,,,,005b00000038AwiAAE,948.0,2016-09-13 14:37:36,True,False,False,True,False,True,79.0,FirstSell_CS_ES,79.0,79.0,79.0,79.0,12.0,ES,FirstSell,CS,None,800b0000003xzQMAAY,006b000000L2ejSAAR,,01tb0000004ri4KAAQ,79.0,Outbound_ES,00kb000003p9NgYAAU,,ONB2__Item__c
005b00000038AwiAAE,2016-08-05 07:24:23,EUR,a25b00000006cBJAAY,False,005b0000003Yw8VAAS,2016-09-13 14:37:36,s_web,True,,,False,1.0,One-Time,None,,,,,200.0,200.0,,,,0.0,False,2016-09-20,False,False,,,Default,,Setup,1.0,20.0,2016-09-20,a2Lb0000002SzOcEAK,,Tarifa de Activación Shore Web,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:37:36,False,False,False,False,False,True,0.0,FirstSell_CS_ES,0.0,200.0,200.0,0.0,0.0,ES,FirstSell,CS,None,800b0000003xzQMAAY,006b000000L2ejSAAR,,01tb0000004ri5DAAQ,200.0,Outbound_ES,00kb000003p9NgaAAE,00kb000003p9NgYAAU,ONB2__Item__c
005b00000038AwiAAE,2016-08-05 07:24:23,EUR,a25b00000006cBKAAY,False,005b0000003Yw8VAAS,2016-09-13 14:37:36,m_web,True,,,False,1.0,Recurring,Month,,,,,1068.0,1068.0,,,,0.0,False,2017-09-19,False,False,,,Default,,Module,1.0,30.0,2016-09-20,a2Lb0000002SzOcEAK,,Shore Web,,,,,,005b00000038AwiAAE,1068.0,2016-09-13 14:37:36,False,False,True,True,False,True,89.0,FirstSell_CS_ES,89.0,89.0,89.0,89.0,12.0,ES,FirstSell,CS,None,800b0000003xzQMAAY,006b000000L2ejSAAR,,01tb0000004ri16AAA,89.0,Outbound_ES,00kb000003p9NgZAAU,00kb000003p9NgYAAU,ONB2__Item__c
005b00000038AwiAAE,2016-09-09 13:11:47,GBP,a25b0000000SJ5yAAG,False,005b0000003Yw8VAAS,2016-09-13 14:37:57,payment00,True,,,False,1.0,One-Time,Month,,,,,0.0,-109.0,,,Credit voucher,0.0,False,2016-10-13,False,False,,,Default,,Discount,1.0,20.0,2016-09-14,a2Lb0000001YyL1EAK,,Credit voucher,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:37:57,False,False,False,False,False,False,0.0,FirstSell_SME_,0.0,-109.0,-109.0,0.0,1.0,,FirstSell,SME,,,,,,-109.0,,,,ONB2__Item__c
005b0000001PvcTAAS,2016-05-31 08:48:34,GBP,a25b00000048W0nAAE,False,005b0000003Yw8VAAS,2016-09-13 14:37:57,digitalapp24,True,,,False,1.0,Recurring,Month,,,,218.0,1090.0,1308.0,,,"Marketing, online calendar and booking, your company app for iOS and Android",0.0,False,2017-07-13,False,False,,2016-09-14,Default,,Licence,1.0,10.0,2016-07-14,a2Lb0000001YyL1EAK,,Shore Digital+Shore App,,,,,,005b0000001PvcTAAS,1308.0,2016-09-13 14:37:57,False,False,False,False,False,True,109.0,Coop_CS_GB,109.0,109.0,109.0,109.0,12.0,GB,Coop,CS,None,,,,,109.0,Reselling,,,ONB2__Item__c
005b00000038AwiAAE,2016-08-18 08:40:47,GBP,a25b00000006d42AAA,False,005b0000003Yw8VAAS,2016-09-13 14:39:15,digitalapp24,True,,,False,1.0,Recurring,Month,,,,92.65,1019.15,1111.8,,,"Marketing, online calendar and booking, your company app for iOS and Android",0.0,False,2017-08-31,False,False,,2016-10-01,Default,,Licence,1.0,10.0,2016-09-01,a2Lb0000002T09kEAC,,Shore Digital+Shore App,,,,,,005b00000038AwiAAE,1111.8,2016-09-13 14:39:15,False,False,False,False,False,True,92.65,FirstSell_CS_GB,92.65,92.65,92.65,92.65,12.0,GB,FirstSell,CS,None,800b00000095N0JAAU,006b000000LTGRnAAP,,01tb0000003zHNkAAM,92.65,Reselling,00kb000003pLHbQAAW,,ONB2__Item__c
005b00000038AwiAAE,2016-07-25 08:05:34,GBP,a25b0000004d4mbAAA,False,005b0000003Yw8VAAS,2016-09-13 14:39:51,digitalapp24,True,,,False,1.0,Recurring,Month,,,,,1308.0,1308.0,,,"Marketing, online calendar and booking, your company app for iOS and Android",0.0,False,2017-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb00000027zJJEAY,,Shore Digital+Shore App,,,,,,005b00000038AwiAAE,1308.0,2016-09-13 14:39:51,False,False,False,False,False,True,109.0,FirstSell_CS_GB,109.0,109.0,109.0,109.0,12.0,GB,FirstSell,CS,None,800b0000003xxrIAAQ,006b000000LV80nAAD,,01tb0000003zHNkAAM,109.0,Reselling,00kb000003p6eT0AAI,,ONB2__Item__c
005b0000001PvcTAAS,2016-05-31 09:08:59,GBP,a25b00000048W1CAAU,False,005b0000003Yw8VAAS,2016-09-13 14:40:40,aioapp24,True,,,False,1.0,Recurring,Month,,,,429.0,1287.0,1716.0,,,"Marketing, online calendar and booking, your company app for iOS and Android + personalised website",0.0,False,2017-07-13,False,False,,2016-10-14,Default,,Licence,1.0,10.0,2016-07-14,a2Lb0000001YyLGEA0,,Shore Digital Plus,,,,,,005b0000001PvcTAAS,1716.0,2016-09-13 14:40:40,False,False,False,False,False,True,143.0,Coop_CS_GB,143.0,143.0,143.0,143.0,12.0,GB,Coop,CS,None,,,,,143.0,Reselling,,,ONB2__Item__c
005b00000038AwiAAE,2016-07-12 09:27:28,GBP,a25b0000004d46UAAQ,False,005b0000003Yw8VAAS,2016-09-13 14:41:25,digitalapp24,True,,,False,1.0,Recurring,Month,,,,,1308.0,1308.0,,,"Marketing, online calendar and booking, your company app for iOS and Android",0.0,False,2017-09-19,False,False,,,Default,,Licence,1.0,10.0,2016-09-20,a2Lb00000027yyYEAQ,,Shore Digital+Shore App,,,,,,005b00000038AwiAAE,1308.0,2016-09-13 14:41:25,False,False,False,False,False,True,109.0,FirstSell_CS_GB,109.0,109.0,109.0,109.0,12.0,GB,FirstSell,CS,None,800b0000003xvLoAAI,006b000000KyX7bAAF,,01tb0000003zHNkAAM,109.0,Reselling,00kb000003oayhZAAQ,,ONB2__Item__c
005b00000038AwiAAE,2016-07-12 09:27:28,GBP,a25b0000004d46VAAQ,False,005b0000003Yw8VAAS,2016-09-13 14:41:25,setup,True,,,False,1.0,One-Time,None,,,,,50.0,50.0,,,"Installation of booking button, import of customer data, entry of employees, implementation of selected services.",0.0,False,2016-09-20,False,False,,,Default,,Setup,1.0,20.0,2016-09-20,a2Lb00000027yyYEAQ,,Set-up fee,,,,,,005b00000038AwiAAE,0.0,2016-09-13 14:41:25,False,False,False,False,False,True,0.0,FirstSell_CS_GB,0.0,50.0,50.0,0.0,0.0,GB,FirstSell,CS,Setup-APP,800b0000003xvLoAAI,006b000000KyX7bAAF,,01tb0000003zHNuAAM,50.0,Reselling,00kb000003oayhaAAA,,ONB2__Item__c
005b0000003Yw8VAAS,2016-08-22 12:05:58,GBP,a25b00000006dDSAAY,False,005b0000003Yw8VAAS,2016-09-13 14:42:37,aioapp24,True,,,False,1.0,Recurring,Month,,,,179.0,1969.0,2148.0,,,"Marketing, online calendar and booking, your company app for iOS and Android + personalised website",0.0,False,2017-09-07,False,False,,2016-10-08,Default,,Licence,1.0,10.0,2016-09-08,a2Lb0000002T0FAEA0,,Shore Digital Plus,,,,,,005b0000003Yw8VAAS,2148.0,2016-09-13 14:42:37,False,False,False,False,False,True,179.0,FirstSell_CS_GB,179.0,179.0,179.0,179.0,12.0,GB,FirstSell,CS,None,800b00000095NXgAAM,006b000000LTZFtAAP,,01tb0000003zHNpAAM,179.0,Reselling,00kb000003pLbYyAAK,,ONB2__Item__c
